character,movie,mbti,href,year,id
Desmond Tiny,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289262/desmond-tiny-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,450405.0
Larten Crepsley,cirque du freak: the vampire's assistant,ENTP,https://www.personality-database.com/profile/289259/larten-crepsley-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,450405.0
Madame Truska,cirque du freak: the vampire's assistant,ESFJ,https://www.personality-database.com/profile/289261/madame-truska-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,450405.0
Darren Shan,cirque du freak: the vampire's assistant,INFJ,https://www.personality-database.com/profile/289258/darren-shan-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,450405.0
Hibernius Tall,cirque du freak: the vampire's assistant,ISTJ,https://www.personality-database.com/profile/289285/hibernius-tall-cirque-du-freak-the-vampires-assistant-2009-mbti-personality-type,2009.0,450405.0
John Lennon,nowhere boy,ENFP,https://www.personality-database.com/profile/285046/john-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,1266029.0
Julia Lennon,nowhere boy,ESFP,https://www.personality-database.com/profile/285049/julia-lennon-nowhere-boy-2009-mbti-personality-type,2009.0,1266029.0
George Harrison,nowhere boy,INFJ,https://www.personality-database.com/profile/299709/george-harrison-nowhere-boy-2009-mbti-personality-type,2009.0,1266029.0
Paul McCartney,nowhere boy,ISFJ,https://www.personality-database.com/profile/285047/paul-mccartney-nowhere-boy-2009-mbti-personality-type,2009.0,1266029.0
Mimi Smith,nowhere boy,ISTJ,https://www.personality-database.com/profile/285048/mimi-smith-nowhere-boy-2009-mbti-personality-type,2009.0,1266029.0
The Grandfather,the princess bride,ENFP,https://www.personality-database.com/profile/283381/the-grandfather-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Prince Humperdinck,the princess bride,ENTJ,https://www.personality-database.com/profile/1093/prince-humperdinck-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Vizzini,the princess bride,ENTP,https://www.personality-database.com/profile/1098/vizzini-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Miracle Max,the princess bride,ENTP,https://www.personality-database.com/profile/1096/miracle-max-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Valerie,the princess bride,ESTJ,https://www.personality-database.com/profile/1102/valerie-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Westley,the princess bride,INFJ,https://www.personality-database.com/profile/1090/westley-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Buttercup,the princess bride,INFP,https://www.personality-database.com/profile/1087/buttercup-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
The Ancient Booer (Buttercup's Dream),the princess bride,INFP,https://www.personality-database.com/profile/283404/the-ancient-booer-buttercups-dream-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Count Tyrone Rugen,the princess bride,INTJ,https://www.personality-database.com/profile/1101/count-tyrone-rugen-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
The King,the princess bride,ISFJ,https://www.personality-database.com/profile/374376/the-king-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
The Impressive Clergyman,the princess bride,ISFJ,https://www.personality-database.com/profile/347527/the-impressive-clergyman-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Fezzik,the princess bride,ISFP,https://www.personality-database.com/profile/1099/fezzik-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Inigo Montoya,the princess bride,ISFP,https://www.personality-database.com/profile/1097/inigo-montoya-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
The Albino,the princess bride,ISTP,https://www.personality-database.com/profile/283406/the-albino-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
The Grandson,the princess bride,ISTP,https://www.personality-database.com/profile/273757/the-grandson-the-princess-bride-1987-mbti-personality-type,1987.0,93779.0
Luiz,short term 12,ENFP,https://www.personality-database.com/profile/280895/luiz-short-term-12-2013-mbti-personality-type,2013.0,2370248.0
Mason,short term 12,ENFP,https://www.personality-database.com/profile/47412/mason-short-term-12-2013-mbti-personality-type,2013.0,2370248.0
Grace,short term 12,INFP,https://www.personality-database.com/profile/47411/grace-short-term-12-2013-mbti-personality-type,2013.0,2370248.0
Jayden,short term 12,ISFP,https://www.personality-database.com/profile/280893/jayden-short-term-12-2013-mbti-personality-type,2013.0,2370248.0
Marcus,short term 12,ISFP,https://www.personality-database.com/profile/280894/marcus-short-term-12-2013-mbti-personality-type,2013.0,2370248.0
Steve Butabi,a night at the roxbury,ENFP,https://www.personality-database.com/profile/279661/steve-butabi-a-night-at-the-roxbury-1998-mbti-personality-type,1998.0,120770.0
Doug Butabi,a night at the roxbury,ESFP,https://www.personality-database.com/profile/279662/doug-butabi-a-night-at-the-roxbury-1998-mbti-personality-type,1998.0,120770.0
Moondog,the beach bum,ENFP,https://www.personality-database.com/profile/278439/moondog-the-beach-bum-mbti-personality-type,2019.0,6511932.0
Flicker,the beach bum,ESFP,https://www.personality-database.com/profile/278442/flicker-the-beach-bum-mbti-personality-type,2019.0,6511932.0
Lingerie,the beach bum,ESTP,https://www.personality-database.com/profile/278440/lingerie-the-beach-bum-mbti-personality-type,2019.0,6511932.0
Herbsaint Sazerac,the french dispatch,ENFP,https://www.personality-database.com/profile/277240/herbsaint-sazerac-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
J.K.L. Berensen,the french dispatch,ENFP,https://www.personality-database.com/profile/259718/jkl-berensen-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Commissaire,the french dispatch,ENTJ,https://www.personality-database.com/profile/466769/commissaire-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Julien Cadazio,the french dispatch,ENTP,https://www.personality-database.com/profile/259715/julien-cadazio-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Roebuck Wright,the french dispatch,ENTP,https://www.personality-database.com/profile/283883/roebuck-wright-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Arthur Howitzer Jr.,the french dispatch,ESTJ,https://www.personality-database.com/profile/259716/arthur-howitzer-jr-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Mysterious Showgirl,the french dispatch,INFJ,https://www.personality-database.com/profile/277241/mysterious-showgirl-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Zeffirelli,the french dispatch,INFP,https://www.personality-database.com/profile/259719/zeffirelli-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Gigi,the french dispatch,INTJ,https://www.personality-database.com/profile/422269/gigi-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Moses Rosenthaler,the french dispatch,INTP,https://www.personality-database.com/profile/355054/moses-rosenthaler-the-french-dispatch-mbti-personality-type,2021.0,8847712.0
Moses Rosenthaler,the french dispatch,ISFP,https://www.personality-database.com/profile/259717/moses-rosenthaler-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Juliette,the french dispatch,ISFP,https://www.personality-database.com/profile/283884/juliette-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Lucinda Krementz,the french dispatch,ISTJ,https://www.personality-database.com/profile/277806/lucinda-krementz-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Simone,the french dispatch,ISTJ,https://www.personality-database.com/profile/259720/simone-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Lt. Nescaffier,the french dispatch,ISTJ,https://www.personality-database.com/profile/277244/lt-nescaffier-the-french-dispatch-2021-mbti-personality-type,2021.0,8847712.0
Johnny Henshaw,airplane!,ENFP,https://www.personality-database.com/profile/273606/johnny-henshaw-airplane-1980-mbti-personality-type,1980.0,80339.0
Clarence Oveur,airplane!,ENFP,https://www.personality-database.com/profile/273604/clarence-oveur-airplane-1980-mbti-personality-type,1980.0,80339.0
Otto Pilot,airplane!,ESFP,https://www.personality-database.com/profile/328478/otto-pilot-airplane-1980-mbti-personality-type,1980.0,80339.0
Steve McCroskey,airplane!,ESTJ,https://www.personality-database.com/profile/41086/steve-mccroskey-airplane-1980-mbti-personality-type,1980.0,80339.0
Rex Kramer,airplane!,ESTP,https://www.personality-database.com/profile/273605/rex-kramer-airplane-1980-mbti-personality-type,1980.0,80339.0
Roger Murdock,airplane!,INFP,https://www.personality-database.com/profile/273611/roger-murdock-airplane-1980-mbti-personality-type,1980.0,80339.0
Ted Striker,airplane!,INTP,https://www.personality-database.com/profile/41083/ted-striker-airplane-1980-mbti-personality-type,1980.0,80339.0
Elaine Dickinson,airplane!,ISFJ,https://www.personality-database.com/profile/41084/elaine-dickinson-airplane-1980-mbti-personality-type,1980.0,80339.0
Dr. Rumack,airplane!,ISTJ,https://www.personality-database.com/profile/41085/dr-rumack-airplane-1980-mbti-personality-type,1980.0,80339.0
Andy Kornbluth,happiness,ENFP,https://www.personality-database.com/profile/271798/andy-kornbluth-happiness-1998-mbti-personality-type,1998.0,147612.0
Helen Jordan,happiness,ENTJ,https://www.personality-database.com/profile/404433/helen-jordan-happiness-1998-mbti-personality-type,1998.0,147612.0
Mrs. Jordan,happiness,ESFJ,https://www.personality-database.com/profile/212895/mrs-jordan-happiness-1998-mbti-personality-type,1998.0,147612.0
Vlad,happiness,ESTP,https://www.personality-database.com/profile/212897/vlad-happiness-1998-mbti-personality-type,1998.0,147612.0
Joy Jordan,happiness,INFP,https://www.personality-database.com/profile/212888/joy-jordan-happiness-1998-mbti-personality-type,1998.0,147612.0
Allen Mellencamp,happiness,INTP,https://www.personality-database.com/profile/212890/allen-mellencamp-happiness-1998-mbti-personality-type,1998.0,147612.0
Billy Maplewood,happiness,ISFP,https://www.personality-database.com/profile/213307/billy-maplewood-happiness-1998-mbti-personality-type,1998.0,147612.0
Kristina,happiness,ISFP,https://www.personality-database.com/profile/213306/kristina-happiness-1998-mbti-personality-type,1998.0,147612.0
Bill Maplewood,happiness,ISTJ,https://www.personality-database.com/profile/212887/bill-maplewood-happiness-1998-mbti-personality-type,1998.0,147612.0
Star,barb and star go to vista del mar,ENFP,https://www.personality-database.com/profile/271025/star-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Barb,barb and star go to vista del mar,ESFJ,https://www.personality-database.com/profile/271024/barb-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Darlie Bunkle,barb and star go to vista del mar,INFJ,https://www.personality-database.com/profile/357179/darlie-bunkle-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Sharon Gordon Fisherman,barb and star go to vista del mar,INTJ,https://www.personality-database.com/profile/357184/sharon-gordon-fisherman-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Yoyo,barb and star go to vista del mar,INTP,https://www.personality-database.com/profile/445042/yoyo-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Edgar,barb and star go to vista del mar,ISFP,https://www.personality-database.com/profile/357178/edgar-barb-and-star-go-to-vista-del-mar-2021-mbti-personality-type,2021.0,3797512.0
Mohamedou Ould Slahi,the mauritanian,ENFP,https://www.personality-database.com/profile/271022/mohamedou-ould-slahi-the-mauritanian-2021-mbti-personality-type,2021.0,4761112.0
Neil Buckland,the mauritanian,ESTP,https://www.personality-database.com/profile/271020/neil-buckland-the-mauritanian-2021-mbti-personality-type,2021.0,4761112.0
Nancy Hollander,the mauritanian,INTJ,https://www.personality-database.com/profile/271021/nancy-hollander-the-mauritanian-2021-mbti-personality-type,2021.0,4761112.0
Teri Duncan,the mauritanian,ISFP,https://www.personality-database.com/profile/271018/teri-duncan-the-mauritanian-2021-mbti-personality-type,2021.0,4761112.0
Stuart Couch,the mauritanian,ISTJ,https://www.personality-database.com/profile/271019/stuart-couch-the-mauritanian-2021-mbti-personality-type,2021.0,4761112.0
Tony,i don't feel at home in this world anymore,ENFP,https://www.personality-database.com/profile/266282/tony-i-dont-feel-at-home-in-this-world-anymore-mbti-personality-type,2017.0,5710514.0
Meredith,i don't feel at home in this world anymore,ESFJ,https://www.personality-database.com/profile/1604975/meredith-i-dont-feel-at-home-in-this-world-anymore-mbti-personality-type,2017.0,5710514.0
Chris Rumack,i don't feel at home in this world anymore,ESFP,https://www.personality-database.com/profile/391219/chris-rumack-i-dont-feel-at-home-in-this-world-anymore-mbti-personality-type,2017.0,5710514.0
Ruth,i don't feel at home in this world anymore,INFP,https://www.personality-database.com/profile/266281/ruth-i-dont-feel-at-home-in-this-world-anymore-mbti-personality-type,2017.0,5710514.0
Dez,i don't feel at home in this world anymore,ISTP,https://www.personality-database.com/profile/1604973/dez-i-dont-feel-at-home-in-this-world-anymore-mbti-personality-type,2017.0,5710514.0
Mae Mobley Leefolt,the help,ENFP,https://www.personality-database.com/profile/265674/mae-mobley-leefolt-the-help-2011-mbti-personality-type,2011.0,1454029.0
Charlotte Phelan,the help,ESFJ,https://www.personality-database.com/profile/98745/charlotte-phelan-the-help-2011-mbti-personality-type,2011.0,1454029.0
Celia Rae Foote,the help,ESFP,https://www.personality-database.com/profile/98744/celia-rae-foote-the-help-2011-mbti-personality-type,2011.0,1454029.0
Hillary “Hilly” Walters Holbrook,the help,ESTJ,https://www.personality-database.com/profile/98743/hillary-hilly-walters-holbrook-the-help-2011-mbti-personality-type,2011.0,1454029.0
Minny Jackson,the help,ESTJ,https://www.personality-database.com/profile/98742/minny-jackson-the-help-2011-mbti-personality-type,2011.0,1454029.0
Eugenia “Skeeter” Phelan,the help,INFP,https://www.personality-database.com/profile/98740/eugenia-skeeter-phelan-the-help-2011-mbti-personality-type,2011.0,1454029.0
Elizabeth Leefolt,the help,ISFJ,https://www.personality-database.com/profile/98746/elizabeth-leefolt-the-help-2011-mbti-personality-type,2011.0,1454029.0
Aibileen Clark,the help,ISFJ,https://www.personality-database.com/profile/98741/aibileen-clark-the-help-2011-mbti-personality-type,2011.0,1454029.0
Ramon Sanchez,hackers,ENFP,https://www.personality-database.com/profile/265087/ramon-sanchez-hackers-1995-mbti-personality-type,1995.0,113243.0
Eugene Belford,hackers,ENTJ,https://www.personality-database.com/profile/265092/eugene-belford-hackers-1995-mbti-personality-type,1995.0,113243.0
Emmanuel Goldstein,hackers,ENTP,https://www.personality-database.com/profile/265089/emmanuel-goldstein-hackers-1995-mbti-personality-type,1995.0,113243.0
Kate Libby,hackers,ESTP,https://www.personality-database.com/profile/265086/kate-libby-hackers-1995-mbti-personality-type,1995.0,113243.0
Paul Cook,hackers,INTP,https://www.personality-database.com/profile/265090/paul-cook-hackers-1995-mbti-personality-type,1995.0,113243.0
Joey Pardella,hackers,INTP,https://www.personality-database.com/profile/265088/joey-pardella-hackers-1995-mbti-personality-type,1995.0,113243.0
Dade Murphy,hackers,INTP,https://www.personality-database.com/profile/265085/dade-murphy-hackers-1995-mbti-personality-type,1995.0,113243.0
"Agent Richard ""Dick"" Gill",hackers,ISTJ,https://www.personality-database.com/profile/265093/agent-richard-dick-gill-hackers-1995-mbti-personality-type,1995.0,113243.0
Percy Fawcett,the lost city of z,ENFP,https://www.personality-database.com/profile/264932/percy-fawcett-the-lost-city-of-z-mbti-personality-type,2016.0,1212428.0
Nina Fawcett,the lost city of z,INFJ,https://www.personality-database.com/profile/264934/nina-fawcett-the-lost-city-of-z-mbti-personality-type,2016.0,1212428.0
Arthur Manley,the lost city of z,ISFJ,https://www.personality-database.com/profile/264940/arthur-manley-the-lost-city-of-z-mbti-personality-type,2016.0,1212428.0
Jack Fawcett,the lost city of z,ISFP,https://www.personality-database.com/profile/264935/jack-fawcett-the-lost-city-of-z-mbti-personality-type,2016.0,1212428.0
Henry Costin,the lost city of z,ISTP,https://www.personality-database.com/profile/264933/henry-costin-the-lost-city-of-z-mbti-personality-type,2016.0,1212428.0
Cuervo Jones,escape from new york,ENFP,https://www.personality-database.com/profile/263003/cuervo-jones-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
Romero,escape from new york,ESFP,https://www.personality-database.com/profile/369380/romero-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
The Duke,escape from new york,ESTJ,https://www.personality-database.com/profile/41487/the-duke-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
Brain,escape from new york,INTP,https://www.personality-database.com/profile/41485/brain-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
Maggie,escape from new york,ISFJ,https://www.personality-database.com/profile/41486/maggie-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
The President,escape from new york,ISTJ,https://www.personality-database.com/profile/41484/the-president-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
Snake Plissken,escape from new york,ISTP,https://www.personality-database.com/profile/41481/snake-plissken-escape-from-new-york-1981-mbti-personality-type,1981.0,82340.0
Thom,nick and norah's infinite playlist,ENFP,https://www.personality-database.com/profile/262905/thom-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Tris,nick and norah's infinite playlist,ENTJ,https://www.personality-database.com/profile/262903/tris-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Dev,nick and norah's infinite playlist,ESFP,https://www.personality-database.com/profile/262906/dev-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Caroline,nick and norah's infinite playlist,ENFP,https://www.personality-database.com/profile/262904/caroline-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Tal,nick and norah's infinite playlist,ESTP,https://www.personality-database.com/profile/262907/tal-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Nick O'Leary,nick and norah's infinite playlist,INFP,https://www.personality-database.com/profile/262901/nick-oleary-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Norah Silverberg,nick and norah's infinite playlist,ISFP,https://www.personality-database.com/profile/262902/norah-silverberg-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Beefy Guy (Lethario),nick and norah's infinite playlist,ISFP,https://www.personality-database.com/profile/535601/beefy-guy-lethario-nick-and-norahs-infinite-playlist-2008-mbti-personality-type,2008.0,981227.0
Sam,palmer,ENFP,https://www.personality-database.com/profile/261874/sam-palmer-2021-mbti-personality-type,2021.0,6857376.0
Maggie Hayes,palmer,ESFJ,https://www.personality-database.com/profile/265084/maggie-hayes-palmer-2021-mbti-personality-type,2021.0,6857376.0
Shelly,palmer,ESFP,https://www.personality-database.com/profile/261870/shelly-palmer-2021-mbti-personality-type,2021.0,6857376.0
Jerry,palmer,ESTP,https://www.personality-database.com/profile/261873/jerry-palmer-2021-mbti-personality-type,2021.0,6857376.0
Vivian Palmer,palmer,ISFJ,https://www.personality-database.com/profile/261872/vivian-palmer-palmer-2021-mbti-personality-type,2021.0,6857376.0
Sibs,palmer,ISTJ,https://www.personality-database.com/profile/275487/sibs-palmer-2021-mbti-personality-type,2021.0,6857376.0
Eddie Palmer,palmer,ISTP,https://www.personality-database.com/profile/261871/eddie-palmer-palmer-2021-mbti-personality-type,2021.0,6857376.0
Agent O’Reilly,paul,ENFP,https://www.personality-database.com/profile/260009/agent-oreilly-paul-2011-mbti-personality-type,2011.0,1092026.0
The Big Guy,paul,ENTJ,https://www.personality-database.com/profile/260027/the-big-guy-paul-2011-mbti-personality-type,2011.0,1092026.0
Agent Lorenzo Zoil,paul,ENTJ,https://www.personality-database.com/profile/159770/agent-lorenzo-zoil-paul-2011-mbti-personality-type,2011.0,1092026.0
Paul,paul,ENTP,https://www.personality-database.com/profile/150327/paul-paul-2011-mbti-personality-type,2011.0,1092026.0
Moses Buggs,paul,ESTJ,https://www.personality-database.com/profile/260010/moses-buggs-paul-2011-mbti-personality-type,2011.0,1092026.0
Tara Walton,paul,INFJ,https://www.personality-database.com/profile/260026/tara-walton-paul-2011-mbti-personality-type,2011.0,1092026.0
Graeme Willy,paul,INFJ,https://www.personality-database.com/profile/150331/graeme-willy-paul-2011-mbti-personality-type,2011.0,1092026.0
Clive Gollings,paul,INTP,https://www.personality-database.com/profile/150329/clive-gollings-paul-2011-mbti-personality-type,2011.0,1092026.0
Ruth Buggs,paul,ISFJ,https://www.personality-database.com/profile/157840/ruth-buggs-paul-2011-mbti-personality-type,2011.0,1092026.0
Agent Haggard,paul,ISTP,https://www.personality-database.com/profile/260008/agent-haggard-paul-2011-mbti-personality-type,2011.0,1092026.0
Samantha,ted,ENFP,https://www.personality-database.com/profile/259836/samantha-ted-mbti-personality-type,2012.0,1637725.0
John Bennett,ted,ESFJ,https://www.personality-database.com/profile/36724/john-bennett-ted-mbti-personality-type,2012.0,1637725.0
Tami-Lynn,ted,ESFP,https://www.personality-database.com/profile/181708/tamilynn-ted-mbti-personality-type,2012.0,1637725.0
Lori Collins,ted,ESTJ,https://www.personality-database.com/profile/36725/lori-collins-ted-mbti-personality-type,2012.0,1637725.0
Ted,ted,ESTP,https://www.personality-database.com/profile/36723/ted-ted-mbti-personality-type,2012.0,1637725.0
Donny,ted,ISFJ,https://www.personality-database.com/profile/36726/donny-ted-mbti-personality-type,2012.0,1637725.0
Robert,ted,ISFP,https://www.personality-database.com/profile/181710/robert-ted-mbti-personality-type,2012.0,1637725.0
Martha McKay,mr. right,ENFP,https://www.personality-database.com/profile/257491/martha-mckay-mr-right-mbti-personality-type,2015.0,2091935.0
“Mr. Right” Francis Munch,mr. right,ENTP,https://www.personality-database.com/profile/257492/mr-right-francis-munch-mr-right-mbti-personality-type,2015.0,2091935.0
Hopper,mr. right,ESTJ,https://www.personality-database.com/profile/257493/hopper-mr-right-mbti-personality-type,2015.0,2091935.0
Malcolm Elliott,malcolm & marie,ENFP,https://www.personality-database.com/profile/255145/malcolm-elliott-malcolm-marie-2021-mbti-personality-type,2021.0,12676326.0
Marie Jones,malcolm & marie,INFJ,https://www.personality-database.com/profile/255146/marie-jones-malcolm-marie-2021-mbti-personality-type,2021.0,12676326.0
Clarissa,river's edge,ENFP,https://www.personality-database.com/profile/254287/clarissa-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Layne,river's edge,ENTP,https://www.personality-database.com/profile/41578/layne-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Kannonzaki,river's edge,ESFP,https://www.personality-database.com/profile/28914/kannonzaki-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Rumi Koyama,river's edge,ESTJ,https://www.personality-database.com/profile/28919/rumi-koyama-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Tony,river's edge,ESTP,https://www.personality-database.com/profile/254291/tony-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Matt,river's edge,INFJ,https://www.personality-database.com/profile/254286/matt-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Feck,river's edge,INTJ,https://www.personality-database.com/profile/254289/feck-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Ichiro Yamada,river's edge,INTJ,https://www.personality-database.com/profile/28912/ichiro-yamada-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Haruna Wakakusa,river's edge,INTP,https://www.personality-database.com/profile/28911/haruna-wakakusa-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Kanna Tajima,river's edge,ISFJ,https://www.personality-database.com/profile/28913/kanna-tajima-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Tim,river's edge,ISFP,https://www.personality-database.com/profile/254290/tim-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
"Samson ""John"" Tollet",river's edge,ISTP,https://www.personality-database.com/profile/254288/samson-john-tollet-rivers-edge-1986-mbti-personality-type,1986.0,91860.0
Kozue Yoshikawa,river's edge,ISTP,https://www.personality-database.com/profile/28915/kozue-yoshikawa-rivers-edge-2018-mbti-personality-type,1986.0,91860.0
Rickety,fantastic mr. fox,ENFP,https://www.personality-database.com/profile/253039/rickety-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Clive Badger,fantastic mr. fox,ENTJ,https://www.personality-database.com/profile/253036/clive-badger-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Bean,fantastic mr. fox,ENTJ,https://www.personality-database.com/profile/85007/bean-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Mr. Fox,fantastic mr. fox,ENTP,https://www.personality-database.com/profile/8853/mr-fox-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Mr. Fox,fantastic mr. fox,ENTP,https://www.personality-database.com/profile/85004/mr-fox-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Rabbit,fantastic mr. fox,ESFJ,https://www.personality-database.com/profile/253038/rabbit-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Felicity Fox,fantastic mr. fox,ESFJ,https://www.personality-database.com/profile/185592/felicity-fox-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Coach Skip,fantastic mr. fox,ESFP,https://www.personality-database.com/profile/253035/coach-skip-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Petey,fantastic mr. fox,ESFP,https://www.personality-database.com/profile/253033/petey-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
"Franklin ""Frank"" Bean",fantastic mr. fox,ESTJ,https://www.personality-database.com/profile/35957/franklin-frank-bean-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Linda Otter,fantastic mr. fox,ESTJ,https://www.personality-database.com/profile/253040/linda-otter-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Rat,fantastic mr. fox,ESTP,https://www.personality-database.com/profile/72822/rat-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Coach Skip,fantastic mr. fox,ESTP,https://www.personality-database.com/profile/470426/coach-skip-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Beaver's son,fantastic mr. fox,ESTP,https://www.personality-database.com/profile/470425/beavers-son-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Spitz,fantastic mr. fox,ESTP,https://www.personality-database.com/profile/253042/spitz-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Rat (The Rotter),fantastic mr. fox,ESTP,https://www.personality-database.com/profile/253034/rat-the-rotter-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Kristofferson,fantastic mr. fox,INFJ,https://www.personality-database.com/profile/11828/kristofferson-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Felicity Fox,fantastic mr. fox,INFJ,https://www.personality-database.com/profile/8854/felicity-fox-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Wolf,fantastic mr. fox,INFJ,https://www.personality-database.com/profile/253043/wolf-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Kristofferson,fantastic mr. fox,INFJ,https://www.personality-database.com/profile/185591/kristofferson-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Kylie,fantastic mr. fox,INFP,https://www.personality-database.com/profile/253041/kylie-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Agnes,fantastic mr. fox,INFP,https://www.personality-database.com/profile/253037/agnes-fantastic-mr-fox-mbti-personality-type,2009.0,432283.0
Agnes,fantastic mr. fox,INFP,https://www.personality-database.com/profile/229508/agnes-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Wolf,fantastic mr. fox,INTJ,https://www.personality-database.com/profile/384646/wolf-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Kylie,fantastic mr. fox,ISFJ,https://www.personality-database.com/profile/87744/kylie-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Rabbit,fantastic mr. fox,ISFJ,https://www.personality-database.com/profile/470422/rabbit-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
Ash,fantastic mr. fox,ISFP,https://www.personality-database.com/profile/8855/ash-fantastic-mr-fox-2009-mbti-personality-type,2009.0,432283.0
